ID,AGE_GROUP,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TAXID,CREDITCARD,DOB,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,ZIP4,LONGITUDE,LATITUDE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,NETREALIZEDLOSSES_YTD
1819,"Adult","Low","F","S",2,+0006440.46,"Y",42,"179696432","7419608876257996",19810322,"RR 1 BOX 162A",,"INDIAN SPRINGS","AL","35124","0",,,+0022662.27,27,11331,1133,+0006.75,1,10,+00001133.1135,+00000000.00000
1820,"Adult","Medium","M","M",2,+0028766.90,"N",47,"814507749","3006068265634731",19970911,"7123 4TH AVE STE 1",,"FISHERS","IN","46038","0",,,+0006110.61,58,1527,152,+0008.70,5,15,+00000000.0000,+00000152.76525
1821,"Young adult","Low","M","M",2,+0091272.20,"Y",25,"271887964","2279242348338180",19581025,"92-254 AWAAWAHEA WAY",,"KEARNY","NJ","07032","0",,,+0026992.70,13,13496,1349,+0003.25,2,6,+00001349.6350,+00000000.00000
1822,"Adult","High","F","S",0,+0073228.30,"N",43,"870955503","5441437495574186",19810114,"797 MAPLE RIDGE RD",,"NEWARK","DE","19716","0",,,+0022472.25,28,11236,1123,+0007.00,4,9,+00000000.0000,+00001123.61250
1823,"Adult","Low","M","M",1,+0064792.30,"N",52,"147395171","8459922676891493",19541012,"7743 DESCHUTES RD",,"CORTLAND","NY","13045","0",-076.176894,+042.597652,+0013051.31,36,6525,652,+0009.00,5,5,+00000652.5655,+00000000.00000
1824,"Adult","Low","F","S",0,+0093322.10,"Y",40,"202282210","1083117403439093",19831031,"100 HALLS RD",,"WILLIAMSPORT","PA","17701","0",-077.016700,+041.254300,+0029922.99,8,14961,1496,+0002.00,1,10,+00001496.1495,+00000000.00000
1825,"Adult","Medium","M","M",2,+0049910.70,"Y",52,"120906470","8908763445542600",19450308,"PO BOX 10047",,"HOUSTON","TX","77065","4276",,,+0027422.74,23,13711,1371,+0005.75,2,8,+00000000.0000,+00001371.13700
1826,"Adult","Low","M","M",0,+0076161.40,"Y",45,"212584645","4206283928648026",19850219,"201 CALLE BETANCES",,"FREEHOLD","NJ","07728","0",-074.279793,+040.262110,+0011961.20,25,5980,598,+0006.25,1,8,+00000598.0600,+00000000.00000
1827,"Child","High","F","M",2,+0055860.00,"Y",15,"449392461","1711360866866140",19641107,"6551 CHALET DR",,"WESTCHESTER","IL","60154","0",,,+0016011.60,10,8005,800,+0002.50,4,7,+00000000.0000,+00000800.58000
1828,"Adult","High","M","M",2,+0057360.80,"Y",53,"848153471","1506204478594621",19920530,"101 COBBS LN",,"REFUGIO","TX","78377","0",,,+0010361.04,57,5180,518,+0014.25,1,5,+00000000.0000,+00000518.05200
1829,"Adult","High","M","M",1,+0092414.70,"Y",46,"121412897","7675659154643781",19640126,"100 HOLLYS LN",,"APO","AE","09086","9920",,,+0029432.94,10,14716,1471,+0002.50,3,5,+00000000.0000,+00001471.64700
1830,"Adult","High","F","S",2,+0014578.80,"Y",61,"165314057","2595338219385207",19180220,"1914 COUNTY ROUTE 31 PMB 15247",,"NORMAN","OK","73019","2104",,,+0011911.19,95,5955,595,+0023.75,1,8,+00000000.0000,+00000595.55950
1831,"Adult","High","F","M",2,+0087578.20,"Y",53,"182383222","4770304023223883",19480331,"404 MERIDIAN ST APT 7",,"COLUMBIA CITY","IN","46725","0",,,+0000290.03,22,72,7,+0003.30,4,20,+00000000.0000,+00000014.50150
1832,"Child","High","F","M",2,+0086695.40,"N",14,"152925066","7395514053088410",19220320,"22 CALLE 1 PARQUE",,"PLANO","TX","75093","0",,,+0025942.59,32,12971,1297,+0008.00,1,10,+00000000.0000,+00001297.12950
1833,"Adult","Medium","M","M",1,+0005306.11,"N",39,"141961231","3548111908822095",19790602,"1000 CARR 101",,"LOVETTSVILLE","VA","20180","0",,,+0005520.55,17,1380,138,+0002.55,5,12,+00000000.0000,+00000138.01375
1834,"Adult","High","F","M",0,+0083287.00,"N",59,"171103461","2717752266307480",19231021,"18469 HIGHWAY 964",,"CARBONDALE","IL","62902","0",,,+0029642.96,90,14821,1482,+0022.50,1,5,+00000000.0000,+00001482.14800
1835,"Adult","Low","M","M",1,+0002067.82,"N",48,"208031177","5646955012154736",19940927,"77 LAKE ST",,"MIAMI","FL","33129","0",,,+0015251.53,70,7625,762,+0017.50,5,10,+00000762.5765,+00000000.00000
1836,"Young adult","Medium","M","M",2,+0030665.20,"Y",23,"650999194","4607393870475395",19580702,"20 FREDERICK DR # 5145 # 1975",,"LAKE LILLIAN","MN","56253","0",,,+0005830.58,63,1457,145,+0009.45,4,13,+00000000.0000,+00000145.76450
1837,"Adult","Medium","F","M",1,+0083287.00,"Y",49,"112296469","3157503009516461",19980921,"110 THROOP AVE",,"FLUSHING","NY","11352","0",,,+0006080.61,30,1520,152,+0004.50,3,10,+00000000.0000,+00000152.01525
1838,"Adult","High","M","M",1,+0098680.40,"Y",59,"915003804","7867873074530050",19600708,"PO BOX 16694",,"HANAHAN","SC","29445","0",,,+0017581.76,8,8790,879,+0002.00,1,7,+00000000.0000,+00000879.08800
1839,"Adult","High","F","M",2,+0065619.70,"Y",53,"176163659","3087291952659975",19691104,"18025 SKY PARK CIR STE M",,"SUSANVILLE","CA","96130","0",,,+0013561.36,144,6780,678,+0036.00,1,7,+00000000.0000,+00000678.06800
1840,"Adult","Low","M","M",1,+0095620.30,"Y",49,"136067251","5999138821377789",19190825,"4841 HARRIMAN HWY",,"LAKE CITY","FL","32025","0",,,+0010911.09,93,5455,545,+0023.25,5,5,+00000545.5545,+00000000.00000
1841,"Adult","Low","F","D",1,+0085275.00,"N",62,"181039555","3154082308619825",19990817,"100 BROWNS CIR",,"BOSTON","MA","02115","0",,,+0022482.25,151,11241,1124,+0037.75,5,7,+00001124.1125,+00000000.00000
1842,"Adult","High","F","M",1,+0066921.40,"Y",47,"898952981","2736664483954263",19120604,"2212 LAKE DR",,"MOBILE","AL","36608","0",,,+0015701.57,8,7850,785,+0002.00,1,10,+00000000.0000,+00000785.07850
1843,"Adult","Low","F","M",1,+0098453.60,"Y",48,"121940763","3868740244385936",19150705,"3933 FM 1948 RD W",,"APTOS","CA","95003","0",,,+0013721.37,11,6860,686,+0002.75,2,10,+00000686.0685,+00000000.00000
1844,"Adult","Low","F","S",2,+0057420.00,"Y",62,"155410252","9025679090806813",19431224,"4224 N 800 W",,"POTEAU","OK","74953","0",,,+0025182.52,252,12591,1259,+0063.00,5,8,+00001259.1260,+00000000.00000
1845,"Adult","Medium","M","M",0,+0066000.00,"N",41,"171917178","3199308920166688",19761129,"RR 26 BOX 686",,"HAMPTON","NJ","08827","0",,,+0003930.39,26,982,98,+0003.90,1,10,+00000000.0000,+00000098.25975
1846,"Adult","Low","F","M",2,+0047639.10,"N",41,"169097055","4515190856899739",19670414,"42-34 DEBRUIN DR",,"FLUSHING","NY","11358","0",,,+0017481.75,39,8740,874,+0009.75,3,6,+00000874.0875,+00000000.00000
1847,"Young adult","Low","F","S",0,+0039461.00,"N",22,"188107461","5198979434791260",19730720,"239 LOGGING TRL",,"MATTOON","IL","61938","0",-088.350372,+039.483585,+0022872.29,103,11436,1143,+0025.75,5,8,+00001143.6145,+00000000.00000
1848,"Adult","Medium","M","M",1,+0047371.00,"Y",55,"912494601","1177758795710064",19251209,"741 N ELMENDORF ST",,"TERRYVILLE","CT","06786","0",,,+0004980.50,258,1245,124,+0038.70,4,14,+00000000.0000,+00000124.51250
1849,"Child","Medium","F","S",0,+0089813.60,"N",13,"182223270","2447680121146493",19661221,"132 GRIGLIO DR",,"LAMONT","MI","49430","0",,,+0014941.49,149,7470,747,+0037.25,5,10,+00000000.0000,+00000747.07450
1850,"Young adult","High","M","S",1,+0016432.10,"Y",21,"198507178","1268068050688928",19851114,"220 ADAMS ST APT 1109 # 7D",,"JACKSONVILLE","FL","32216","0",-081.561883,+030.275710,+0020412.04,80,10206,1020,+0020.00,5,6,+00000000.0000,+00001020.60200
1851,"Adult","High","F","S",1,+0000540.40,"Y",39,"172700235","4238182104523462",19540925,"358 3RD ST APT 2R",,"BROOKLEY FIELD","AL","36601","0",,,+0012341.23,7,6170,617,+0001.75,3,7,+00000000.0000,+00000617.06150
1852,"Adult","Medium","F","M",2,+0080087.70,"N",42,"209412067","6797460461234339",19251015,"RR 2 BOX 8209",,"GLENSIDE","PA","19038","0",-075.169121,+040.116776,+0008740.87,22,2185,218,+0003.30,4,10,+00000000.0000,+00000218.52175
1853,"Adult","Low","F","M",2,+0059691.30,"N",38,"708543636","6700921248211647",19081128,"1144 MEMORIAL DR SE",,"TUPELO","MS","38801","0",,,+0021942.19,256,10971,1097,+0064.00,3,6,+00001097.1095,+00000000.00000
1854,"Adult","Low","F","S",2,+0011251.10,"Y",62,"105347041","5663667331807785",19090707,"1900 WEST LOOP S STE 1185",,"AUSTIN","TX","78705","0",,,+0028422.84,113,14211,1421,+0028.25,3,7,+00001421.1420,+00000000.00000
1855,"Adult","Medium","F","S",2,+0093559.10,"N",58,"148919233","5169579937876499",19400919,"UNIT 26124 BOX 2851",,"CHESTER","CT","06412","0",,,+0001520.15,29,380,38,+0004.35,2,11,+00000000.0000,+00000038.00375
1856,"Young adult","Low","F","S",2,+0003416.62,"Y",23,"191760834","3337524529659614",19430313,"RR 10 BOX 461",,"DUCK","WV","25063","0",,,+0018971.90,104,9485,948,+0026.00,1,9,+00000948.5950,+00000000.00000
1857,"Adult","Low","F","S",1,+0093454.30,"Y",49,"126605506","7547556265582123",19831004,"396 SE 9TH ST",,"FORTUNA","CA","95540","0",,,+0018941.89,25,9470,947,+0006.25,3,10,+00000947.0945,+00000000.00000
1858,"Child","High","M","M",0,+0005745.00,"Y",15,"598311695","3965733382980031",19050730,"601 CEDARS RD",,"VEGA ALTA","PR","0692","6402",,,+0026402.64,17,13201,1320,+0004.25,2,10,+00000000.0000,+00001320.13200
1859,"Adult","High","F","M",2,+0011234.70,"Y",49,"618278169","1093685939307988",19770811,"100 BROWNS LN",,"DORCHESTER CENTER","MA","02124","0",-071.069993,+042.293634,+0000690.07,112,172,17,+0016.80,3,17,+00000000.0000,+00000034.50350
1860,"Senior","High","F","M",1,+0082931.30,"N",65,"138746796","4513951835288225",19471031,"4446 SONG BIRD LN",,"KIRBYVILLE","TX","75956","0",-093.896560,+030.657854,+0019241.92,118,9620,962,+0029.50,2,5,+00000000.0000,+00000962.09600
1861,"Adult","High","F","M",2,+0057483.90,"N",44,"103968624","6165685710269314",19121026,"PO BOX 548",,"SUSSEX","NJ","07461","0",,,+0017011.70,27,8505,850,+0006.75,2,9,+00000000.0000,+00000850.58500
1862,"Adult","Low","F","S",2,+0021274.00,"N",46,"294626746","3039235768157955",19251110,"476-696 CRAMER LN",,"CEDAR RAPIDS","IA","52411","0",,,+0010871.09,32,5435,543,+0008.00,4,6,+00000543.5545,+00000000.00000
1863,"Adult","Low","F","M",2,+0028267.00,"N",30,"769234977","2493103528466564",19120117,"HC 1 BOX 651",,"ELOISE","FL","33880","0",,,+0021872.19,192,10936,1093,+0048.00,4,10,+00001093.6095,+00000000.00000
1864,"Adult","High","F","M",2,+0036725.10,"N",56,"245929856","1665012410669412",19340329,"PO BOX 7227",,"PILOT MOUNTAIN","NC","27041","0",,,+0008650.87,77,2162,216,+0011.55,1,19,+00000000.0000,+00000432.54350
1865,"Adult","Low","M","S",1,+0094188.30,"N",58,"200566136","5421930882241160",19910830,"85 WOODRIDGE RD",,"COLUMBUS GROVE","OH","45830","0",,,+0020862.09,19,10431,1043,+0004.75,5,7,+00001043.1045,+00000000.00000
1866,"Adult","Low","F","M",2,+0091861.00,"Y",42,"702063107","3812046748206996",19371119,"50 WOODLAND RD",,"SHELBY","MI","49455","0",,,+0015321.53,6,7660,766,+0001.50,3,9,+00000766.0765,+00000000.00000
1867,"Adult","High","F","S",1,+0012374.90,"Y",33,"896929050","8808542380375181",19920927,"1605 S COOPER ST APT 115",,"EL PASO","TX","79925","0",-106.344110,+031.794880,+0017491.75,106,8745,874,+0026.50,1,7,+00000000.0000,+00000874.58750
1868,"Young adult","High","F","M",2,+0069133.90,"Y",27,"981142408","7832426066097254",19210627,"HC 73 BOX 2462",,"CLEWISTON","FL","33440","0",,,+0008580.86,37,2145,214,+0005.55,4,15,+00000000.0000,+00000429.04300
1869,"Young adult","High","F","M",2,+0084948.00,"Y",29,"161706691","6828096673643659",19980527,"4106 HIGHWAY 158",,"MOBILE","AL","36608","1434",,,+0011141.11,12,5570,557,+0003.00,1,8,+00000000.0000,+00000557.05550
1870,"Adult","High","F","M",2,+0030998.80,"N",41,"511082000","6850932755748900",19040803,"3532 LARKIN RD LOT 6",,"CABO ROJO","PR","0623","0",,,+0002400.24,50,600,60,+0007.50,5,15,+00000000.0000,+00000120.01200
1871,"Adult","High","M","S",0,+0021416.50,"N",36,"194331271","5740926314834340",19410219,"3362 WESTRAC DR S",,"DES MOINES","IA","50310","0",,,+0009900.99,8,2475,247,+0001.20,4,20,+00000000.0000,+00000495.04950
1872,"Child","Medium","M","M",2,+0078554.20,"N",17,"127997881","1874594784306932",19290216,"4038 IRIONA BND",,"MARIETTA","PA","17547","0",,,+0005590.56,23,1397,139,+0003.45,3,13,+00000000.0000,+00000139.76400
1873,"Adult","High","F","M",2,+0038215.90,"N",31,"141003498","7039274262167618",19170105,"88 COTTAGE ST STE 1",,"MICHIGAN CITY","IN","46360","0",-086.896201,+041.717369,+0000000.00,0,0,0,+0000.00,0,0,+00000000.0000,+00000000.00000
1874,"Adult","High","F","M",2,+0049745.30,"N",48,"141373890","6258035018822456",19980824,"1 APPLEGATE LN",,"THORNDALE","TX","76577","0",-097.141700,+030.585200,+0002840.28,24,710,71,+0003.60,3,19,+00000000.0000,+00000142.01400
1875,"Child","Low","F","M",2,+0088427.00,"N",14,"686597689","3849965695117416",19150210,"102 ADAMS ST APT 1",,"BUCKEYE LAKE","OH","43008","0",,,+0022462.25,43,11231,1123,+0010.75,2,5,+00001123.1125,+00000000.00000
1876,"Young adult","High","F","M",2,+0098003.70,"Y",26,"981723114","3202583026242990",19250111,"8 FORT POINT ST",,"CEIBA","PR","0735","0",,,+0001030.10,83,257,25,+0012.45,4,15,+00000000.0000,+00000051.50500
1877,"Adult","High","M","S",0,+0089142.70,"N",54,"158283596","1354385468294128",19970110,"3603 US HIGHWAY 67",,"HOBOKEN","NJ","07030","9008",-074.040971,+040.741928,+0003760.38,5,940,94,+0000.75,2,17,+00000000.0000,+00000188.01900
1878,"Adult","High","F","S",0,+0074530.80,"N",63,"874705150","8691975387986855",19300829,"3100 BROADWAY ST STE 101B",,"SHATTUCK","OK","73858","0",,,+0020892.09,106,10446,1044,+0026.50,3,10,+00000000.0000,+00001044.60450
1879,"Adult","Low","F","M",2,+0076289.20,"N",48,"189421771","1235441317119224",19400126,"402 S WHITEFIELD RD",,"LANETT","AL","36863","0",-085.199179,+032.857679,+0022202.22,82,11101,1110,+0020.50,5,9,+00001110.1110,+00000000.00000
1880,"Adult","Low","M","M",1,+0066931.90,"N",64,"125758501","8788272648521235",19530206,"51 BARTLETT ST",,"MARION","IN","46953","0",-085.680868,+040.549571,+0011721.17,5,5860,586,+0001.25,2,7,+00000586.0585,+00000000.00000
1881,"Young adult","High","F","M",2,+0009309.57,"Y",25,"712293283","4066696223159833",19160714,"816 PINEVILLE RD",,"WEST PALM BEACH","FL","33409","0",,,+0008560.86,99,2140,214,+0014.85,1,17,+00000000.0000,+00000428.04300
1882,"Adult","High","F","S",0,+0077726.40,"N",57,"147373641","7094113151417715",19941021,"1 CALLE MATIENZO CINTRON",,"HUNTSVILLE","AL","35801","0",-086.585312,+034.733646,+0014001.40,9,7000,700,+0002.25,5,5,+00000000.0000,+00000700.07000
1883,"Adult","Low","F","S",1,+0002800.68,"N",46,"120422204","4763082534607501",19201121,"5109 CARTERS VALLEY RD",,"SANTA CLARITA","CA","91390","0",,,+0028452.85,106,14226,1422,+0026.50,2,9,+00001422.6425,+00000000.00000
1884,"Adult","Medium","F","M",2,+0090271.60,"N",45,"142083691","7145861194100336",19250612,"983 WORTHINGTON BROWER SENIOR DR PMB 10070",,"HOLLYWOOD","FL","33020","0",,,+0013961.40,96,6980,698,+0024.00,3,10,+00000000.0000,+00000698.07000
1885,"Adult","Low","F","M",2,+0064816.60,"Y",31,"379723187","4878587945230933",19350604,"1910 E HIGHWAY 113",,"BOYERTOWN","PA","19512","0",-075.638374,+040.333996,+0021002.10,6,10501,1050,+0001.50,2,5,+00001050.1050,+00000000.00000
1886,"Adult","Low","F","M",2,+0098217.10,"N",45,"135314127","5142111739619317",19610810,"528 CALLE BORIQUEN",,"FRESNO","CA","93711","0",,,+0029492.95,13,14746,1474,+0003.25,4,8,+00001474.6475,+00000000.00000
1887,"Adult","Medium","F","S",0,+0015989.30,"N",62,"119096161","8530604125860157",19990928,"843 FARMERS HWY",,"RIO GRANDE CITY","TX","78582","0",-098.814287,+026.392103,+0003670.37,25,917,91,+0003.75,1,12,+00000000.0000,+00000091.75925
1888,"Young adult","Medium","M","S",1,+0084978.10,"N",22,"164577825","5461252768919671",19610307,"812 1ST ST SE",,"LUQUILLO","PR","0773","0",,,+0005030.50,76,1257,125,+0011.40,2,11,+00000000.0000,+00000125.76250
1889,"Adult","High","F","M",2,+0036647.90,"N",50,"195145297","3633662656505923",19980414,"1901 AVENUE Z",,"MINOT","ND","58701","0",-101.290243,+048.233302,+0021412.14,85,10706,1070,+0021.25,5,6,+00000000.0000,+00001070.60700
1890,"Adult","High","F","S",0,+0064319.20,"N",41,"180923978","5256094515793831",19770509,"83 RIVER EDGE PKY",,"FLUSHING","NY","11358","0",,,+0003010.30,37,752,75,+0005.55,2,15,+00000000.0000,+00000150.51500
1891,"Adult","Low","F","S",1,+0073338.00,"N",48,"885762562","4044530563848290",19400210,"201 ARLAT ST",,"BOCA RATON","FL","33499","2",,,+0020922.09,9,10461,1046,+0002.25,4,9,+00001046.1045,+00000000.00000
1892,"Adult","Medium","F","S",0,+0000433.74,"N",61,"205542159","1345969466796461",19110209,"14201 BAYSIDE AVE",,"ISABELA","PR","0662","0",,,+0003300.33,40,825,82,+0006.00,4,11,+00000000.0000,+00000082.50825
1893,"Adult","High","F","M",2,+0016962.20,"N",45,"210386653","5477124295288025",19450318,"2570 BRIGGS AVE APT A",,"MESA","AZ","85206","0",,,+0018601.86,8,9300,930,+0002.00,5,9,+00000000.0000,+00000930.09300
1894,"Young adult","Low","M","M",2,+0010708.30,"N",26,"165499753","2303299204833762",19940225,"1459 BOALCH AVE NW",,"HOBOKEN","NJ","07030","3040",-074.040971,+040.741928,+0020832.08,117,10416,1041,+0029.25,1,6,+00001041.6040,+00000000.00000
1895,"Young adult","High","F","M",0,+0002031.61,"N",20,"153867803","1948188581877517",19340614,"1300 NE OAK ST APT 10206",,"CABO ROJO","PR","0623","0",,,+0021642.16,87,10821,1082,+0021.75,5,7,+00000000.0000,+00001082.10800
1896,"Adult","High","F","S",2,+0016938.50,"N",41,"196204424","4146565779207825",19251223,"1236 COBB DR SE APT 2A",,"PEORIA","AZ","85345","0",,,+0013351.34,8,6675,667,+0002.00,1,10,+00000000.0000,+00000667.56700
1897,"Adult","High","F","M",0,+0055221.00,"N",46,"209576998","2964880963588254",19210220,"908 6TH AVE APT 1 # 3778",,"VAN NUYS","CA","91405","0",,,+0000490.05,15,122,12,+0002.25,4,15,+00000000.0000,+00000024.50250
1898,"Senior","Low","F","M",1,+0008073.11,"N",70,"105079685","4433793327153310",19690311,"2336 WOLF RIDGE RD LOT 862",,"MONTCLAIR","NJ","07043","0",,,+0028702.87,60,14351,1435,+0015.00,3,6,+00001435.1435,+00000000.00000
1899,"Adult","High","M","M",1,+0095448.60,"Y",54,"795703006","7720474070135991",19890618,"100 FAIRMEADOW TRL",,"HARVEY","AR","72841","0",,,+0024242.42,5,12121,1212,+0001.25,2,9,+00000000.0000,+00001212.12100
1900,"Child","Low","M","S",1,+0024141.50,"Y",17,"182664391","8723986284423977",19610718,"2041 S SHORE E",,"RUNAWAY BAY","TX","76426","0",-097.751064,+033.206056,+0028822.88,97,14411,1441,+0024.25,2,10,+00001441.1440,+00000000.00000
1901,"Adult","High","M","S",2,+0063152.60,"Y",63,"156187885","8723484329431782",19621118,"91 S LINE RD",,"MONROE","LA","71202","0",-092.092373,+032.475400,+0029932.99,40,14966,1496,+0010.00,1,9,+00000000.0000,+00001496.64950
1902,"Adult","High","M","S",2,+0072084.70,"N",56,"990034277","4771832203870131",19610913,"3831 WEST WAY",,"RESACA","GA","30735","0",,,+0029112.91,9,14556,1455,+0002.25,5,7,+00000000.0000,+00001455.64550
1903,"Adult","Low","F","S",0,+0042760.50,"N",61,"959139075","3807844857280673",19211010,"91 LARUE AVE",,"HERMANN","MO","65041","0",,,+0013471.35,40,6735,673,+0010.00,2,6,+00000673.5675,+00000000.00000
1904,"Adult","Low","F","S",1,+0049072.00,"N",55,"824430187","5153850732755389",19101231,"59 BOBALA RD STE 2",,"N LITTLE ROCK","AR","72114","0",-092.270876,+034.777233,+0023502.35,10,11751,1175,+0002.50,2,10,+00001175.1175,+00000000.00000
1905,"Adult","Low","F","M",0,+0027371.80,"Y",52,"256289534","3505628680379928",19910612,"398 DUKE AVE",,"LITTLEROCK","CA","93543","0",,,+0016141.61,126,8070,807,+0031.50,3,8,+00000807.0805,+00000000.00000
1906,"Adult","High","M","M",1,+0071472.90,"N",42,"164573676","2236794702949486",19361119,"HC 681 BOX 102A",,"ARECIBO","PR","0612","0",,,+0016021.60,114,8010,801,+0028.50,1,10,+00000000.0000,+00000801.08000
1907,"Adult","High","M","M",0,+0095405.70,"N",47,"180615330","4218787125815237",19250216,"289 S CAYUGA RD",,"CUDAHY","WI","53110","0",,,+0007740.77,6,1935,193,+0000.90,2,15,+00000000.0000,+00000387.03850
1908,"Adult","Low","M","S",0,+0095786.80,"Y",58,"183912549","3725703235220895",19880623,"100 DEERRUN RD",,"DETROIT","TX","75436","0",-095.273100,+033.655600,+0021332.13,87,10666,1066,+0021.75,5,9,+00001066.6065,+00000000.00000
1909,"Adult","High","M","S",0,+0090321.60,"N",55,"372958266","4397336987674488",19670719,"19714 COUNTY ROAD 1544",,"HEATH","OH","43056","0",,,+0000870.09,11,217,21,+0001.65,2,19,+00000000.0000,+00000043.50450
1910,"Adult","Low","M","S",1,+0090478.60,"N",55,"155288736","3388196587716990",19540421,"PO BOX 140",,"MAGNOLIA SPRINGS","AL","35161","0",,,+0018021.80,136,9010,901,+0034.00,4,9,+00000901.0900,+00000000.00000
1911,"Adult","Medium","F","M",2,+0056187.00,"N",43,"949226865","3336669835278998",19720905,"535 AVENUE A APT 923",,"POULSBO","WA","98370","0",,,+0008090.81,13,2022,202,+0001.95,1,14,+00000000.0000,+00000202.27025
1912,"Young adult","Medium","F","S",1,+0035089.00,"N",24,"108525154","3137038333439613",19150307,"1003 E EARLE ST",,"WILLIAMSTON","NC","27892","0",-077.050504,+035.859045,+0023562.36,206,11781,1178,+0051.50,3,5,+00001178.1180,+00000000.00000
1913,"Young adult","High","M","M",2,+0053010.80,"N",19,"879140137","3286972195458383",19910208,"PO BOX 384206",,"LOUISVILLE","KY","40241","0",,,+0012451.25,46,6225,622,+0011.50,1,7,+00000000.0000,+00000622.56250
1914,"Senior","Low","M","M",1,+0075004.50,"N",65,"59652595","4806142262355715",19930727,"1702 N FLORIDA MANGO RD",,"RIVERVALE","NJ","07675","0",,,+0026522.65,32,13261,1326,+0008.00,5,9,+00001326.1325,+00000000.00000
1915,"Adult","Medium","M","M",0,+0019749.30,"N",60,"358604820","4738383118280309",19710922,"PO BOX 10373",,"BOURBONNAIS","IL","60914","0",-087.837962,+041.169236,+0020222.02,13,10111,1011,+0003.25,4,9,+00000000.0000,+00001011.10100
